"","Name","Vorname","Nachname","Geschlecht","Nationalität","Birthday","Seasons","URL","Season.x","Season.y","Season.x.x","Season.y.y","Season"
"1076"," Dennis Kilani","Dennis","Kilani","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708035/dennis-kilani/","","","","","5"
"1077"," Matthias Klemke","Matthias","Klemke","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708113/matthias-klemke/","","","","","5"
"1078"," Thomas Klug","Thomas","Klug","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707966/thomas-klug/","","","","","5"
"1079"," Sabina Kofler","Sabina","Kofler","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708234/sabina-kofler/","","","","","5"
"1080"," Lukas Kohl","Lukas","Kohl","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708100/lukas-kohl/","","","","","5"
"1081"," Malte Komm","Malte","Komm","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708145/malte-komm/","","","","","5"
"1082"," Tanja König","Tanja","König","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708134/tanja-koenig/","","","","","5"
"1083"," Dominik Krause","Dominik","Krause","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708019/dominik-krause/","","","","","5"
"1084"," Jürgen Krekel","Jürgen","Krekel","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708103/juergen-krekel/","","","","","5"
"1085"," Christian Krömer","Christian","Krömer","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707963/christian-kroemer/","","","","","5"
"1086"," Leon Krückmeyer","Leon","Krückmeyer","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708224/leon-krueckmeyer/","","","","","5"
"1087"," Tim Kruk","Tim","Kruk","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708215/tim-kruk/","","","","","5"
"1088"," Josefine Kuhn","Josefine","Kuhn","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708181/josefine-kuhn/","","","","","5"
"1089"," Kathrin Kunz","Kathrin","Kunz","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708136/kathrin-kunz/","","","","","5"
"1090"," Dominik Kunzler","Dominik","Kunzler","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708012/dominik-kunzler/","","","","","5"
"1091"," Francois Lagalante","Francois","Lagalante","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708211/francois-lagalante/","","","","","5"
"1092"," Manuel Langhans","Manuel","Langhans","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708175/manuel-langhans/","","","","","5"
"1093"," Marco Layer","Marco","Layer","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707962/marco-layer/","","","","","5"
"1094"," Annina Lehmann","Annina","Lehmann","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708235/annina-lehmann/","","","","","5"
"1095"," Jasmin Lehmann","Jasmin","Lehmann","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708236/jasmin-lehmann/","","","","","5"
"1096"," Alisha Lehni","Alisha","Lehni","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708085/alisha-lehni/","","","","","5"
"1097"," Johnny Lembke","Johnny","Lembke","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708155/johnny-lembke/","","","","","5"
"1098"," Miriam Leutz","Miriam","Leutz","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707996/miriam-leutz/","","","","","5"
"1099"," Thomas Libertus","Thomas","Libertus","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708130/thomas-libertus/","","","","","5"
"1100"," Marco Lindt","Marco","Lindt","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707971/marco-lindt/","","","","","5"
"1101"," Niklas Lokietek","Niklas","Lokietek","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707974/niklas-lokietek/","","","","","5"
"1102"," Carlos Davalos Lomeli","Carlos","Davalos Lomeli","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708032/carlos-davalos-lomeli/","","","","","5"
"1103"," Ricardo Lopez Lozano","Ricardo","Lopez Lozano","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708219/ricardo-lopez-lozano/","","","","","5"
"1104"," Holger Lotz","Holger","Lotz","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708168/holger-lotz/","","","","","5"
"1105"," Noah Lüders","Noah","Lüders","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708015/noah-lueders/","","","","","5"
"1106"," Matthias Maag","Matthias","Maag","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708095/matthias-maag/","","","","","5"
"1107"," Thorsten Maiser","Thorsten","Maiser","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707989/thorsten-maiser/","","","","","5"
"1108"," Angelo Matimbe","Angelo","Matimbe","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708112/angelo-matimbe/","","","","","5"
"1109"," Roy Matthey","Roy","Matthey","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708106/roy-matthey/","","","","","5"
"1110"," Hannah Mees","Hannah","Mees","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707992/hannah-mees/","","","","","5"
"1111"," Erik Mehle","Erik","Mehle","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708076/erik-mehle/","","","","","5"
"1112"," Carsten Mengel","Carsten","Mengel","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708223/carsten-mengel/","","","","","5"
"1113"," Patrick Mengel","Patrick","Mengel","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708213/patrick-mengel/","","","","","5"
"1114"," Josie Metinkoe","Josie","Metinkoe","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe711985/josie-metinkoe/","","","","","5"
"1115"," Kasimir Meyer","Kasimir","Meyer","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708008/kasimir-meyer/","","","","","5"
"1116"," Bajran Morina","Bajran","Morina","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708039/bajran-morina/","","","","","5"
"1117"," Jaroslaw Mostek","Jaroslaw","Mostek","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708110/jaroslaw-mostek/","","","","","5"
"1118"," Eduard Müller","Eduard","Müller","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708104/eduard-mueller/","","","","","5"
"1119"," Moses Mwanjelwa","Moses","Mwanjelwa","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708073/moses-mwanjelwa/","","","","","5"
"1120"," Nelson Mzobe","Nelson","Mzobe","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708014/nelson-mzobe/","","","","","5"
"1121"," Giulia Natale","Giulia","Natale","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708141/giulia-natale/","","","","","5"
"1122"," Dominik Neubig","Dominik","Neubig","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708129/dominik-neubig/","","","","","5"
"1123"," Tommy Nguyen","Tommy","Nguyen","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708244/tommy-nguyen/","","","","","5"
"1124"," Christopher Nikolov","Christopher","Nikolov","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707978/christopher-nikolov/","","","","","5"
"1125"," Natnael Olbrich","Natnael","Olbrich","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708054/natnael-olbrich/","","","","","5"
"1126"," Steffen Oppermann","Steffen","Oppermann","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708126/steffen-oppermann/","","","","","5"
"1127"," Holger Osthus","Holger","Osthus","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707970/holger-osthus/","","","","","5"
"1128"," Jonas Panz","Jonas","Panz","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708116/jonas-panz/","","","","","5"
"1129"," Dimitrios Papadopoulos","Dimitrios","Papadopoulos","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708212/dimitrios-papadopoulos/","","","","","5"
"1130"," Paul Pasytsch","Paul","Pasytsch","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708121/paul-pasytsch/","","","","","5"
"1131"," Richard Pech","Richard","Pech","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708004/richard-pech/","","","","","5"
"1132"," Sven Perez","Sven","Perez","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708220/sven-perez/","","","","","5"
"1133"," Michael Petsch","Michael","Petsch","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708016/michael-petsch/","","","","","5"
"1134"," Janina Petters","Janina","Petters","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708242/janina-petters/","","","","","5"
"1135"," Nils Pfannkuchen","Nils","Pfannkuchen","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707982/nils-pfannkuchen/","","","","","5"
"1136"," Tommy Pham","Tommy","Pham","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708067/tommy-pham/","","","","","5"
"1137"," Matthias Porth","Matthias","Porth","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707972/matthias-porth/","","","","","5"
"1138"," Dennis Recka","Dennis","Recka","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708123/dennis-recka/","","","","","5"
"1139"," Simon Rehrl","Simon","Rehrl","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708074/simon-rehrl/","","","","","5"
"1140"," Constantin Reif","Constantin","Reif","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707981/constantin-reif/","","","","","5"
"1141"," Dirk Reimann","Dirk","Reimann","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708030/dirk-reimann/","","","","","5"
"1142"," Steffen Reinelt","Steffen","Reinelt","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708026/steffen-reinelt/","","","","","5"
"1143"," Stephanie Rettenberger","Stephanie","Rettenberger","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708048/stephanie-rettenberger/","","","","","5"
"1144"," Maximilian Rieder","Maximilian","Rieder","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708013/maximilian-rieder/","","","","","5"
"1145"," Matthias Röder","Matthias","Röder","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708108/matthias-roeder/","","","","","5"
"1146"," Annalena Rohr","Annalena","Rohr","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708082/annalena-rohr/","","","","","5"
"1147"," Stephan Röpcke","Stephan","Röpcke","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708205/stephan-roepcke/","","","","","5"
"1148"," Ann-Kathrin Sajons","Ann-Kathrin","Sajons","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708002/ann-kathrin-sajons/","","","","","5"
"1149"," Marcel Sajons","Marcel","Sajons","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707977/marcel-sajons/","","","","","5"
"1150"," Andie Saleh","Andie","Saleh","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708098/andie-saleh/","","","","","5"
"1151"," Jana Sander","Jana","Sander","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708025/jana-sander/","","","","","5"
"1152"," Meliha Satir","Meliha","Satir","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708043/meliha-satir/","","","","","5"
"1153"," Stacey Scheffel","Stacey","Scheffel","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708079/stacey-scheffel/","","","","","5"
"1154"," Raffael Schellenberg","Raffael","Schellenberg","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708206/raffael-schellenberg/","","","","","5"
"1155"," Yvonne Schemschat","Yvonne","Schemschat","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707999/yvonne-schemschat/","","","","","5"
"1156"," Sabrina Schlacher","Sabrina","Schlacher","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708138/sabrina-schlacher/","","","","","5"
"1157"," Stefan Schlott","Stefan","Schlott","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708071/stefan-schlott/","","","","","5"
"1158"," Benjamin Schmidt","Benjamin","Schmidt","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708199/benjamin-schmidt/","","","","","5"
"1159"," Nico Schmidt","Nico","Schmidt","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708065/nico-schmidt/","","","","","5"
"1160"," Daniel Schmitt","Daniel","Schmitt","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708151/daniel-schmitt/","","","","","5"
"1161"," Lisa Schmitt","Lisa","Schmitt","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708084/lisa-schmitt/","","","","","5"
"1162"," Christian Schmitz","Christian","Schmitz","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707973/christian-schmitz/","","","","","5"
"1163"," Dario Schmitz","Dario","Schmitz","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707983/dario-schmitz/","","","","","5"
"1164"," Matthias Schmitz","Matthias","Schmitz","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707979/matthias-schmitz/","","","","","5"
"1165"," Martin Schneider","Martin","Schneider","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708061/martin-schneider/","","","","","5"
"1166"," Sascha Schöpf","Sascha","Schöpf","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708038/sascha-schoepf/","","","","","5"
"1167"," Mona Schulz","Mona","Schulz","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708044/mona-schulz/","","","","","5"
"1168"," Holger Schüßler","Holger","Schüßler","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708171/holger-schuessler/","","","","","5"
"1169"," Sarah Schüßler","Sarah","Schüßler","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708188/sarah-schuessler/","","","","","5"
"1170"," Michael Schuster","Michael","Schuster","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708097/michael-schuster/","","","","","5"
"1171"," Susanne Seel","Susanne","Seel","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708080/susanne-seel/","","","","","5"
"1172"," Maylin Segger","Maylin","Segger","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708045/maylin-segger/","","","","","5"
"1173"," Gunnar Sewald","Gunnar","Sewald","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708167/gunnar-sewald/","","","","","5"
"1174"," Felix Siegert","Felix","Siegert","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708069/felix-siegert/","","","","","5"
"1175"," Benedikt Sigmund","Benedikt","Sigmund","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708052/benedikt-sigmund/","","","","","5"
"1176"," Sabrina Skopp","Sabrina","Skopp","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708086/sabrina-skopp/","","","","","5"
"1177"," Jeremy Smith","Jeremy","Smith","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708064/jeremy-smith/","","","","","5"
"1178"," Marco Sperdin","Marco","Sperdin","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708010/marco-sperdin/","","","","","5"
"1179"," Dominik Staudacher","Dominik","Staudacher","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708096/dominik-staudacher/","","","","","5"
"1180"," Margit Staudinger","Margit","Staudinger","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708179/margit-staudinger/","","","","","5"
"1181"," Frances Stehr","Frances","Stehr","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708088/frances-stehr/","","","","","5"
"1182"," Fabian Ströbele","Fabian","Ströbele","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708050/fabian-stroebele/","","","","","5"
"1183"," Regina Strunz","Regina","Strunz","w"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708231/regina-strunz/","","","","","5"
"1184"," Patrick Swiderek","Patrick","Swiderek","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708066/patrick-swiderek/","","","","","5"
"1185"," Dean Tanwani","Dean","Tanwani","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708210/dean-tanwani/","","","","","5"
"1186"," Philip Tausch","Philip","Tausch","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708161/philip-tausch/","","","","","5"
"1187"," Max Tefke","Max","Tefke","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707968/max-tefke/","","","","","5"
"1188"," Christoph Thees","Christoph","Thees","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708072/christoph-thees/","","","","","5"
"1189"," Christoph Thome","Christoph","Thome","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708124/christoph-thome/","","","","","5"
"1190"," Istemihan Tokgöz","Istemihan","Tokgöz","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe707976/istemihan-tokgoez/","","","","","5"
"1191"," Mehmet Topyürek","Mehmet","Topyürek","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708226/mehmet-topyuerek/","","","","","5"
"1192"," Winfried Ulferts","Winfried","Ulferts","m"," Deutschland","","    5","https://www.sport.de/ninja-warrior/pe708070/winfried-ulferts/","","","","","5"
